Product Code,Brand,Core Specification,Processor Specification,RAM,ROM,SSD
21592A55,OnePlus,Ryzen 5,Ryzen 5,4GB,256GB,2TB
DDFE6857,Nokia,i7,i7,4GB,512GB,512GB
3F6B727E,Lenovo,Ryzen 5,Ryzen 5,8GB,128GB,1TB
AA96AF1D,Acer,N/A,MediaTek Dimensity,8GB,128GB,N/A
26C256BB,Samsung,Ryzen 9,Ryzen 9,16GB,256GB,256GB
E9ED31DE,HP,i7,i7,12GB,1TB,256GB
9D4B159A,Dell,Ryzen 9,Ryzen 9,6GB,256GB,512GB
B140B12E,Dell,Ryzen 7,Ryzen 7,8GB,1TB,256GB
688040B3,Toshiba,Ryzen 9,Ryzen 9,6GB,1TB,256GB
9A2B0A72,Realme,N/A,Samsung Exynos,12GB,1TB,N/A
8B1A3581,Google,i5,i5,32GB,1TB,1TB
181D6025,Nokia,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
DC362C61,Toshiba,i7,i7,32GB,256GB,512GB
F97AAEBF,OnePlus,N/A,Samsung Exynos,32GB,128GB,N/A
05A05DEF,Google,Ryzen 5,Ryzen 5,4GB,256GB,256GB
A9EC1275,Apple,N/A,MediaTek Dimensity,8GB,1TB,N/A
52201909,Dell,i9,i9,16GB,1TB,512GB
9B775723,Vivo,Ryzen 5,Ryzen 5,16GB,128GB,1TB
8A9A9DD5,Apple,N/A,MediaTek Helio,32GB,128GB,N/A
35FF7C17,Oppo,Ryzen 5,Ryzen 5,4GB,1TB,256GB
08F99D61,OnePlus,N/A,MediaTek Dimensity,6GB,128GB,N/A
599BADB4,Realme,Ryzen 3,Ryzen 3,32GB,128GB,256GB
9A8FF453,Oppo,Ryzen 3,Ryzen 3,32GB,128GB,256GB
1C68BC5E,Motorola,i7,i7,4GB,512GB,512GB
185FA9DA,Sony,N/A,MediaTek Dimensity,32GB,512GB,N/A
2449CC33,Motorola,Ryzen 3,Ryzen 3,8GB,64GB,2TB
69572CDD,Samsung,i5,i5,6GB,512GB,256GB
B5C7B620,Sony,Ryzen 7,Ryzen 7,12GB,128GB,1TB
C234136B,Redmi,N/A,Snapdragon 7s,32GB,512GB,N/A
C885979D,Dell,N/A,MediaTek Dimensity,32GB,64GB,N/A
EF29201F,Motorola,N/A,Apple A-Series,12GB,128GB,N/A
179CDB03,Oppo,Ryzen 9,Ryzen 9,16GB,64GB,512GB
3D8B67F7,Realme,N/A,Samsung Exynos,12GB,512GB,N/A
AE766393,Google,N/A,MediaTek Dimensity,32GB,512GB,N/A
4FB53FD6,Apple,N/A,MediaTek Helio,12GB,512GB,N/A
E88D5567,OnePlus,i9,i9,12GB,64GB,1TB
6CEBA4A7,Oppo,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
37883DB1,HP,N/A,MediaTek Dimensity,4GB,1TB,N/A
D6C7D9F4,Vivo,N/A,Apple A-Series,6GB,128GB,N/A
202842F1,Lenovo,N/A,Snapdragon 7s,32GB,128GB,N/A
231148FE,Samsung,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
4B7C1AB8,Apple,N/A,Samsung Exynos,32GB,512GB,N/A
139DE818,Toshiba,Ryzen 3,Ryzen 3,4GB,512GB,2TB
A5AB6D7A,Lenovo,Ryzen 3,Ryzen 3,8GB,256GB,1TB
FDE7AA76,Dell,Ryzen 9,Ryzen 9,12GB,512GB,1TB
080B04A9,Lenovo,Ryzen 3,Ryzen 3,16GB,1TB,1TB
CDCA3EBB,Redmi,Ryzen 9,Ryzen 9,16GB,256GB,2TB
F8555473,Huawei,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
4A1E3E24,Dell,Ryzen 3,Ryzen 3,6GB,64GB,2TB
89611F7C,Asus,Ryzen 3,Ryzen 3,4GB,64GB,1TB
301CDB7A,Lenovo,i5,i5,12GB,64GB,2TB
EEEC7B2B,Nokia,N/A,MediaTek Helio,6GB,1TB,N/A
287F1269,Asus,i5,i5,32GB,256GB,512GB
040284FB,Motorola,N/A,MediaTek Dimensity,16GB,1TB,N/A
B16C9EE9,Realme,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
75807403,Vivo,i9,i9,6GB,512GB,2TB
E2EFF2E4,Redmi,Ryzen 3,Ryzen 3,4GB,128GB,512GB
49954516,iQOO,Ryzen 9,Ryzen 9,16GB,1TB,2TB
2BB890F1,Dell,i5,i5,8GB,64GB,512GB
658F3311,Asus,N/A,Snapdragon 7s,8GB,256GB,N/A
72C2774E,Lenovo,Ryzen 5,Ryzen 5,12GB,512GB,2TB
2251BADA,Redmi,N/A,MediaTek Helio,32GB,1TB,N/A
4813D6B3,Redmi,N/A,Snapdragon 7 Gen,4GB,1TB,N/A
D94BE53D,Toshiba,N/A,MediaTek Helio,8GB,256GB,N/A
69B73CB5,Nokia,i5,i5,8GB,128GB,2TB
BF60F16F,HP,Ryzen 9,Ryzen 9,4GB,1TB,256GB
4D83288C,Asus,i9,i9,32GB,256GB,2TB
9521D981,Lenovo,i3,i3,8GB,1TB,256GB
39F5D06B,Nokia,N/A,MediaTek Dimensity,16GB,128GB,N/A
E55CDD94,Motorola,N/A,MediaTek Dimensity,4GB,256GB,N/A
0B093559,Huawei,N/A,Apple A-Series,8GB,512GB,N/A
47640388,Google,N/A,Snapdragon 7s,6GB,128GB,N/A
C34D85A8,Toshiba,N/A,MediaTek Dimensity,8GB,512GB,N/A
9D5C699C,Sony,Ryzen 5,Ryzen 5,16GB,512GB,1TB
2777CA35,Redmi,Ryzen 9,Ryzen 9,32GB,256GB,512GB
679BF045,Microsoft,i5,i5,12GB,1TB,1TB
C40B923E,Toshiba,i9,i9,6GB,64GB,2TB
FE469BBF,iQOO,Ryzen 9,Ryzen 9,4GB,256GB,512GB
CB222744,Toshiba,N/A,MediaTek Helio,12GB,64GB,N/A
CA7F6768,Apple,Ryzen 9,Ryzen 9,16GB,1TB,256GB
14462C34,Toshiba,i5,i5,6GB,64GB,256GB
8E2B6771,Motorola,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
8CB28845,Samsung,i7,i7,16GB,1TB,2TB
72B14C25,Huawei,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
0B60BEAD,OnePlus,Ryzen 3,Ryzen 3,32GB,512GB,512GB
BCA3ED64,Oppo,Ryzen 7,Ryzen 7,16GB,256GB,256GB
9A20BE61,iQOO,N/A,Apple A-Series,16GB,128GB,N/A
EF81EDEC,Dell,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
57B34A90,Realme,i5,i5,12GB,128GB,1TB
344E662E,Google,N/A,Snapdragon 7s,8GB,512GB,N/A
B9F515BC,Lenovo,Ryzen 5,Ryzen 5,8GB,64GB,512GB
96DC72C0,Motorola,N/A,Apple A-Series,4GB,1TB,N/A
A490EFB5,iQOO,Ryzen 7,Ryzen 7,16GB,1TB,256GB
239F354D,Lenovo,i3,i3,6GB,64GB,1TB
7.22E+93,Acer,N/A,MediaTek Dimensity,6GB,64GB,N/A
5C1CF114,Acer,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
AAFF5642,OnePlus,i9,i9,12GB,1TB,512GB
45770408,Redmi,N/A,Samsung Exynos,4GB,128GB,N/A
ED03DE3F,Microsoft,N/A,Snapdragon 7s,16GB,64GB,N/A
321E9308,Nokia,N/A,Apple A-Series,12GB,256GB,N/A
89536A4B,Asus,N/A,Samsung Exynos,16GB,128GB,N/A
6A17439A,Sony,i3,i3,8GB,256GB,256GB
FF62EAA4,Oppo,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
8DB7DD84,Toshiba,Ryzen 7,Ryzen 7,32GB,1TB,2TB
A3CD5CCA,Realme,i5,i5,4GB,128GB,512GB
0B59B563,Nokia,N/A,MediaTek Dimensity,6GB,128GB,N/A
12DAE8FB,Google,Ryzen 9,Ryzen 9,4GB,512GB,2TB
D565ED51,Toshiba,Ryzen 3,Ryzen 3,4GB,128GB,2TB
A196AFA1,Sony,i5,i5,16GB,256GB,2TB
04D727E5,Nokia,N/A,MediaTek Helio,16GB,1TB,N/A
0B2A6389,HP,Ryzen 5,Ryzen 5,12GB,512GB,1TB
C7A9F0C4,Lenovo,N/A,MediaTek Dimensity,16GB,256GB,N/A
769010EB,Vivo,N/A,MediaTek Helio,12GB,512GB,N/A
E7D9498F,Redmi,i3,i3,4GB,1TB,256GB
29CB036D,OnePlus,N/A,Samsung Exynos,16GB,512GB,N/A
64BC13DC,Lenovo,N/A,Apple A-Series,32GB,128GB,N/A
682380C9,Toshiba,i9,i9,4GB,64GB,512GB
A67BCE8E,Google,Ryzen 9,Ryzen 9,4GB,1TB,1TB
4637B8C9,Redmi,i7,i7,4GB,512GB,512GB
4FE262CD,Apple,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
6B094B56,HP,Ryzen 7,Ryzen 7,6GB,512GB,1TB
C7BC5217,Asus,N/A,MediaTek Helio,8GB,128GB,N/A
B086580A,Asus,i7,i7,12GB,512GB,1TB
89337C9B,Asus,i9,i9,6GB,512GB,512GB
0577A5CB,Asus,N/A,Apple A-Series,12GB,512GB,N/A
B28832A6,Acer,i7,i7,16GB,256GB,1TB
0373C349,Asus,N/A,MediaTek Dimensity,16GB,256GB,N/A
B4C180E2,Dell,Ryzen 3,Ryzen 3,4GB,512GB,512GB
5518E58C,Vivo,Ryzen 7,Ryzen 7,12GB,64GB,1TB
C9F8E0D6,Samsung,Ryzen 9,Ryzen 9,6GB,128GB,2TB
894743AD,Acer,N/A,Apple A-Series,8GB,256GB,N/A
E7B810CD,Lenovo,Ryzen 3,Ryzen 3,12GB,128GB,2TB
FFC1EB4D,Dell,N/A,Samsung Exynos,32GB,1TB,N/A
85C8F8C4,Toshiba,i9,i9,4GB,1TB,2TB
57A5E964,Vivo,i3,i3,12GB,128GB,512GB
EA26FEEF,Vivo,N/A,Snapdragon 8 Gen,6GB,512GB,N/A
CC44E780,Huawei,N/A,Snapdragon 7s,6GB,256GB,N/A
D9ABF4C6,Nokia,Ryzen 7,Ryzen 7,8GB,128GB,512GB
88499BCF,Redmi,N/A,Apple A-Series,8GB,1TB,N/A
7061035,Samsung,i5,i5,16GB,128GB,2TB
473E7E1E,Oppo,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
3E98A95B,Dell,N/A,MediaTek Dimensity,32GB,1TB,N/A
85E10DD5,Nokia,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
0296876C,Google,i3,i3,6GB,1TB,1TB
759D7063,Samsung,N/A,Snapdragon 7s,32GB,128GB,N/A
E4D5BE2B,Toshiba,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
EF7FF289,Toshiba,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
8E51D20C,Redmi,i3,i3,32GB,512GB,2TB
6AC0943D,Asus,N/A,MediaTek Dimensity,12GB,512GB,N/A
7CDF0033,Toshiba,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
DCB1AD7B,OnePlus,Ryzen 5,Ryzen 5,32GB,256GB,2TB
7365D725,Motorola,i3,i3,32GB,1TB,1TB
5EA1E8D6,OnePlus,N/A,MediaTek Dimensity,8GB,128GB,N/A
FE41C7E8,Lenovo,N/A,Samsung Exynos,6GB,128GB,N/A
2FCBD6F2,Huawei,Ryzen 9,Ryzen 9,6GB,512GB,512GB
5263F4FA,OnePlus,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
68A701E9,Toshiba,i9,i9,12GB,512GB,256GB
BBA8A336,Vivo,Ryzen 7,Ryzen 7,32GB,512GB,2TB
468BE2CB,Sony,Ryzen 7,Ryzen 7,32GB,128GB,1TB
D06AE3AB,Motorola,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
434D928B,Huawei,i7,i7,16GB,64GB,512GB
728C3810,Apple,Ryzen 5,Ryzen 5,32GB,64GB,256GB
3E93231D,HP,N/A,Snapdragon 7s,16GB,128GB,N/A
F5A6F0B0,Nokia,N/A,Samsung Exynos,12GB,128GB,N/A
AB0CAF61,iQOO,Ryzen 3,Ryzen 3,6GB,64GB,1TB
70F7AF52,Motorola,Ryzen 9,Ryzen 9,4GB,64GB,256GB
194B9D0C,iQOO,N/A,MediaTek Dimensity,4GB,128GB,N/A
D8A36B17,Redmi,N/A,Apple A-Series,16GB,128GB,N/A
FFFEE3D7,Vivo,N/A,MediaTek Helio,6GB,1TB,N/A
39D784B9,Realme,N/A,MediaTek Dimensity,16GB,1TB,N/A
3888AD63,Redmi,N/A,Snapdragon 8 Gen,4GB,128GB,N/A
260C4324,Oppo,N/A,Samsung Exynos,8GB,1TB,N/A
261BA714,Sony,Ryzen 9,Ryzen 9,16GB,64GB,1TB
A6232C82,Lenovo,N/A,Apple A-Series,4GB,64GB,N/A
44874EDE,OnePlus,Ryzen 5,Ryzen 5,6GB,512GB,512GB
43A1D2B6,Nokia,Ryzen 5,Ryzen 5,6GB,512GB,2TB
8.69E+13,Acer,N/A,MediaTek Helio,16GB,256GB,N/A
1EC03984,Motorola,N/A,Apple A-Series,4GB,512GB,N/A
7E8729E0,Apple,i3,i3,6GB,64GB,256GB
D475C843,Acer,N/A,Snapdragon 7s,4GB,1TB,N/A
BD1E224F,iQOO,N/A,Samsung Exynos,16GB,128GB,N/A
0F271A32,Toshiba,i3,i3,8GB,256GB,1TB
F7681304,OnePlus,i7,i7,32GB,256GB,512GB
643600B8,HP,Ryzen 5,Ryzen 5,8GB,128GB,1TB
B5AB84B4,Lenovo,Ryzen 7,Ryzen 7,16GB,256GB,2TB
B0890EC7,iQOO,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
065C440C,Microsoft,i7,i7,16GB,256GB,512GB
7DD090A6,iQOO,i3,i3,6GB,128GB,1TB
AB6643F6,Microsoft,Ryzen 7,Ryzen 7,32GB,64GB,1TB
0A552D32,Toshiba,Ryzen 7,Ryzen 7,6GB,128GB,1TB
67B1F803,Realme,N/A,MediaTek Helio,16GB,512GB,N/A
59DC215F,Google,N/A,MediaTek Dimensity,16GB,256GB,N/A
2DB402BD,OnePlus,N/A,MediaTek Helio,8GB,256GB,N/A
D7C708ED,Redmi,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
598D8682,Acer,Ryzen 9,Ryzen 9,8GB,1TB,1TB
9412D3CF,Samsung,Ryzen 3,Ryzen 3,32GB,1TB,1TB
36478BBE,Asus,N/A,Samsung Exynos,6GB,64GB,N/A
03D60C67,Dell,i3,i3,16GB,256GB,1TB
BB593556,HP,N/A,Snapdragon 8 Gen,16GB,1TB,N/A
8D78A25A,Sony,N/A,Snapdragon 8 Gen,12GB,128GB,N/A
65977EE2,Oppo,Ryzen 9,Ryzen 9,12GB,512GB,512GB
76147602,Acer,i5,i5,4GB,512GB,512GB
5D369068,OnePlus,N/A,Snapdragon 7s,4GB,512GB,N/A
9C6351AC,Dell,i5,i5,12GB,512GB,512GB
EADB076F,Apple,Ryzen 9,Ryzen 9,12GB,512GB,1TB
B87D4CE7,Apple,Ryzen 5,Ryzen 5,12GB,64GB,1TB
F2DBE89F,Redmi,N/A,MediaTek Dimensity,12GB,64GB,N/A
E834AB42,Motorola,i7,i7,4GB,512GB,512GB
1051F4EF,Microsoft,Ryzen 5,Ryzen 5,4GB,64GB,1TB
29C15AD3,Asus,i9,i9,4GB,128GB,256GB
1454221B,Realme,Ryzen 5,Ryzen 5,4GB,64GB,512GB
BE6D011A,Lenovo,N/A,Snapdragon 7 Gen,8GB,1TB,N/A
CF77A7EA,Huawei,N/A,Samsung Exynos,32GB,64GB,N/A
D6732428,Redmi,Ryzen 3,Ryzen 3,12GB,256GB,1TB
3.72E+86,Acer,i3,i3,32GB,64GB,2TB
A2F46246,Lenovo,N/A,Snapdragon 7 Gen,8GB,128GB,N/A
D710C705,Nokia,N/A,Apple A-Series,8GB,1TB,N/A
F06A7DA9,Google,N/A,Snapdragon 7s,16GB,256GB,N/A
1C51B2FC,Samsung,i7,i7,32GB,256GB,512GB
A0A9EE7D,Realme,Ryzen 9,Ryzen 9,8GB,256GB,1TB
580E5332,Nokia,N/A,MediaTek Dimensity,4GB,1TB,N/A
82097290,Redmi,N/A,MediaTek Dimensity,16GB,64GB,N/A
3F12F2B7,Microsoft,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
A24ED5AB,Asus,N/A,MediaTek Helio,4GB,256GB,N/A
31C7DC0E,Microsoft,i3,i3,12GB,128GB,1TB
DA3403B5,Nokia,Ryzen 9,Ryzen 9,12GB,64GB,512GB
6042987,iQOO,i7,i7,6GB,64GB,512GB
58EB73B1,Google,Ryzen 7,Ryzen 7,16GB,512GB,512GB
3D865231,Realme,N/A,Samsung Exynos,6GB,128GB,N/A
59797032,Apple,N/A,Snapdragon 7s,32GB,512GB,N/A
048ED364,Acer,Ryzen 3,Ryzen 3,12GB,512GB,2TB
EB7184EE,Vivo,i9,i9,6GB,512GB,1TB
5333554,Vivo,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
7FF24DEA,Dell,N/A,Snapdragon 7s,4GB,256GB,N/A
304F573A,Nokia,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
15DE0349,iQOO,i9,i9,8GB,1TB,1TB
2DF2D8D0,Vivo,i9,i9,4GB,512GB,256GB
9BCB1D23,Asus,N/A,Samsung Exynos,16GB,512GB,N/A
9315BF85,Motorola,Ryzen 7,Ryzen 7,6GB,256GB,256GB
4E2F6F82,Huawei,N/A,Apple A-Series,32GB,64GB,N/A
E2561405,Dell,N/A,Snapdragon 8 Gen,16GB,256GB,N/A
C5971ECA,Nokia,i3,i3,8GB,1TB,1TB
455B4D05,iQOO,N/A,Samsung Exynos,8GB,64GB,N/A
3C741BDF,Google,N/A,Snapdragon 7 Gen,8GB,1TB,N/A
97D84667,OnePlus,i7,i7,6GB,64GB,1TB
889893FE,Dell,N/A,Snapdragon 7s,4GB,256GB,N/A
12E1CA04,Sony,Ryzen 9,Ryzen 9,4GB,256GB,1TB
FD0ECE51,Nokia,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
02BD708E,Samsung,N/A,Samsung Exynos,12GB,256GB,N/A
7993E0B6,Realme,N/A,MediaTek Dimensity,12GB,256GB,N/A
A01628BC,Nokia,Ryzen 5,Ryzen 5,32GB,128GB,2TB
0D037D8F,Nokia,Ryzen 7,Ryzen 7,32GB,512GB,512GB
50CB1C78,HP,i7,i7,4GB,128GB,256GB
E604A02F,Oppo,N/A,Snapdragon 7s,32GB,512GB,N/A
CFA1761F,Vivo,Ryzen 5,Ryzen 5,4GB,128GB,256GB
B9D1AB28,Google,Ryzen 9,Ryzen 9,4GB,64GB,256GB
D4F7F057,Dell,Ryzen 3,Ryzen 3,32GB,256GB,256GB
EE2EA63F,Oppo,N/A,Snapdragon 7s,12GB,1TB,N/A
5037C535,Samsung,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
2D053913,Microsoft,N/A,Samsung Exynos,12GB,512GB,N/A
EBAF5262,Redmi,i7,i7,32GB,256GB,256GB
63916050,Microsoft,N/A,MediaTek Helio,4GB,512GB,N/A
B72483E7,Nokia,Ryzen 9,Ryzen 9,4GB,128GB,1TB
4307C3FC,Toshiba,Ryzen 5,Ryzen 5,6GB,1TB,512GB
3ECEC4FE,Toshiba,N/A,MediaTek Helio,8GB,1TB,N/A
63A03E1F,Samsung,i5,i5,6GB,1TB,512GB
955FC32C,Apple,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
3F7C7554,Apple,Ryzen 5,Ryzen 5,16GB,512GB,1TB
32A51AB0,HP,N/A,Samsung Exynos,32GB,64GB,N/A
9CD98551,Toshiba,i9,i9,16GB,64GB,256GB
5AAA3D54,Motorola,i5,i5,8GB,256GB,512GB
B454DED5,iQOO,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
252F267D,Samsung,N/A,Snapdragon 8 Gen,16GB,256GB,N/A
720865A7,Lenovo,i9,i9,6GB,256GB,1TB
FD464BE7,Realme,Ryzen 7,Ryzen 7,6GB,64GB,2TB
E6BF8DF0,Asus,N/A,Apple A-Series,8GB,64GB,N/A
2278A539,Huawei,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
E879CF7B,Lenovo,N/A,MediaTek Helio,12GB,64GB,N/A
43F061DA,Huawei,N/A,Apple A-Series,8GB,128GB,N/A
3F255C59,Huawei,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
EAC9E86A,Sony,Ryzen 7,Ryzen 7,12GB,256GB,256GB
7C3F901C,Toshiba,N/A,Apple A-Series,8GB,256GB,N/A
471DB903,Motorola,N/A,MediaTek Dimensity,32GB,128GB,N/A
B669E51B,Huawei,i9,i9,8GB,128GB,1TB
45CA55EA,Nokia,Ryzen 9,Ryzen 9,32GB,64GB,2TB
5A7C1F45,Huawei,N/A,Snapdragon 7s,32GB,64GB,N/A
03BCD1C0,Oppo,Ryzen 5,Ryzen 5,8GB,1TB,1TB
11CFAA17,Dell,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
8B47CFA3,Toshiba,N/A,MediaTek Dimensity,12GB,256GB,N/A
EE4E7F50,Dell,Ryzen 9,Ryzen 9,6GB,64GB,256GB
513266AB,Google,N/A,Snapdragon 7 Gen,16GB,512GB,N/A
007337EC,Huawei,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
8CC2530A,Microsoft,i5,i5,16GB,512GB,512GB
6EFD611D,Sony,Ryzen 9,Ryzen 9,4GB,256GB,1TB
AB186AF1,Samsung,N/A,Samsung Exynos,12GB,512GB,N/A
152F707A,HP,N/A,Apple A-Series,4GB,512GB,N/A
8C7663EE,Samsung,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
63CED976,Toshiba,Ryzen 5,Ryzen 5,4GB,1TB,2TB
E69900A4,Nokia,N/A,Snapdragon 7s,16GB,1TB,N/A
4AC44FE6,Microsoft,Ryzen 9,Ryzen 9,32GB,64GB,512GB
20C93750,Microsoft,N/A,Samsung Exynos,8GB,128GB,N/A
4B2E65C2,Huawei,N/A,Apple A-Series,16GB,256GB,N/A
C9C7CF7F,Toshiba,Ryzen 5,Ryzen 5,12GB,512GB,256GB
7D1BE7E0,Microsoft,N/A,MediaTek Helio,16GB,64GB,N/A
E3341FBA,Microsoft,N/A,MediaTek Helio,12GB,128GB,N/A
9E25D3FA,iQOO,Ryzen 7,Ryzen 7,4GB,512GB,512GB
25FCA8EB,HP,Ryzen 3,Ryzen 3,4GB,64GB,1TB
1F997758,Motorola,i3,i3,8GB,128GB,512GB
8AB439C5,Vivo,Ryzen 9,Ryzen 9,6GB,256GB,512GB
AD35561E,Huawei,N/A,MediaTek Helio,4GB,1TB,N/A
1885BBC2,HP,N/A,Apple A-Series,8GB,64GB,N/A
2A252BF8,Lenovo,Ryzen 7,Ryzen 7,8GB,256GB,512GB
BE77F01D,Asus,Ryzen 7,Ryzen 7,4GB,256GB,2TB
E2EE6C2F,Sony,Ryzen 9,Ryzen 9,6GB,512GB,256GB
70BE02DE,Samsung,i5,i5,32GB,512GB,2TB
007CE805,Motorola,Ryzen 7,Ryzen 7,16GB,512GB,256GB
07EC677F,iQOO,N/A,Samsung Exynos,12GB,512GB,N/A
F9E7BB61,Sony,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
2.45E+07,Acer,N/A,Snapdragon 7 Gen,6GB,64GB,N/A
E30256CE,Sony,i3,i3,4GB,256GB,2TB
0E0E771B,OnePlus,N/A,MediaTek Dimensity,32GB,512GB,N/A
E4DDEB27,Toshiba,i9,i9,16GB,64GB,256GB
1DBE93FB,Google,Ryzen 3,Ryzen 3,32GB,1TB,2TB
2DC6C3AB,Samsung,Ryzen 9,Ryzen 9,12GB,256GB,1TB
3B9FDD26,Sony,i7,i7,4GB,1TB,256GB
3B040C2E,Apple,N/A,MediaTek Dimensity,12GB,1TB,N/A
CF11042C,Acer,N/A,Apple A-Series,4GB,1TB,N/A
97959DF5,Lenovo,i9,i9,6GB,128GB,1TB
C684F3AB,Toshiba,Ryzen 9,Ryzen 9,12GB,512GB,2TB
D3F915C4,Oppo,N/A,MediaTek Helio,4GB,512GB,N/A
ABFB8BCB,Samsung,Ryzen 5,Ryzen 5,8GB,256GB,256GB
3EF38BF8,Nokia,N/A,Apple A-Series,4GB,512GB,N/A
98565159,Nokia,Ryzen 9,Ryzen 9,32GB,1TB,1TB
BD5E913A,OnePlus,N/A,Samsung Exynos,4GB,128GB,N/A
53005FC1,Samsung,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
1A43F605,Toshiba,i9,i9,8GB,1TB,2TB
B748ECC5,Toshiba,Ryzen 7,Ryzen 7,4GB,1TB,512GB
83B9CCAA,Microsoft,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
A7F1725F,Sony,Ryzen 5,Ryzen 5,8GB,512GB,2TB
0C9ECF68,Apple,Ryzen 3,Ryzen 3,4GB,1TB,512GB
FF97B78C,Samsung,Ryzen 7,Ryzen 7,12GB,128GB,256GB
A21524C8,Google,i3,i3,4GB,256GB,256GB
256530CC,HP,i9,i9,4GB,512GB,1TB
C9DA3AA8,Acer,Ryzen 5,Ryzen 5,8GB,512GB,256GB
B7A17EAB,Nokia,N/A,Apple A-Series,8GB,512GB,N/A
88DBE8F5,Lenovo,N/A,Samsung Exynos,16GB,1TB,N/A
48B9F58C,Oppo,i3,i3,32GB,256GB,256GB
56121BAD,Vivo,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
1CD2F1E0,Motorola,i7,i7,32GB,1TB,512GB
A06193EB,Nokia,i7,i7,12GB,128GB,2TB
0B2B0F7D,iQOO,i9,i9,8GB,64GB,512GB
B7C19612,Dell,Ryzen 9,Ryzen 9,6GB,256GB,1TB
D2DC1A76,Huawei,Ryzen 7,Ryzen 7,32GB,256GB,256GB
25298419,iQOO,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
D7049908,OnePlus,N/A,MediaTek Dimensity,6GB,64GB,N/A
B5667E15,HP,N/A,Snapdragon 8 Gen,32GB,256GB,N/A
59C1B2C7,Google,N/A,Samsung Exynos,12GB,512GB,N/A
168E2BCA,Microsoft,i5,i5,6GB,256GB,256GB
A0BEE6BF,Nokia,Ryzen 9,Ryzen 9,12GB,64GB,2TB
57165A3E,Nokia,Ryzen 3,Ryzen 3,12GB,256GB,2TB
1569B931,Toshiba,N/A,Snapdragon 7 Gen,8GB,1TB,N/A
1C58D3C3,Google,i3,i3,32GB,256GB,2TB
9FB3CC02,Lenovo,Ryzen 3,Ryzen 3,12GB,64GB,512GB
003FF548,Microsoft,N/A,MediaTek Dimensity,32GB,128GB,N/A
F3DE3A0E,Dell,Ryzen 7,Ryzen 7,8GB,256GB,1TB
F0ABEB95,Asus,Ryzen 7,Ryzen 7,32GB,64GB,2TB
650A2AF9,Sony,N/A,Apple A-Series,32GB,256GB,N/A
6C0D08E5,Google,N/A,Samsung Exynos,6GB,256GB,N/A
6292944E,iQOO,i9,i9,12GB,512GB,256GB
39BD82A5,Samsung,N/A,MediaTek Dimensity,8GB,1TB,N/A
CFC4A9BB,Acer,N/A,MediaTek Dimensity,12GB,256GB,N/A
8BC5762C,Sony,Ryzen 3,Ryzen 3,16GB,64GB,1TB
E76E300F,Redmi,N/A,MediaTek Helio,8GB,512GB,N/A
9729ACD0,Samsung,Ryzen 9,Ryzen 9,6GB,256GB,512GB
767BF00F,Apple,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
97D4CD02,iQOO,N/A,Samsung Exynos,16GB,64GB,N/A
E74EFD2A,Motorola,Ryzen 9,Ryzen 9,4GB,512GB,2TB
ECEDA750,Acer,N/A,Snapdragon 8 Gen,16GB,128GB,N/A
C9AE1CC6,Huawei,i7,i7,8GB,1TB,512GB
93092330,Dell,N/A,MediaTek Helio,32GB,1TB,N/A
A1639674,Lenovo,Ryzen 9,Ryzen 9,32GB,512GB,1TB
0A8A7B5E,Google,N/A,MediaTek Helio,6GB,1TB,N/A
